image,mask,dataset,class,split
BUS-BRA/BUSBRA/Images/bus_0452-r.png,BUS-BRA/BUSBRA/Masks/mask_0452-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0675-s.png,BUS-BRA/BUSBRA/Masks/mask_0675-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0063-s.png,BUS-BRA/BUSBRA/Masks/mask_0063-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0024-r.png,BUS-BRA/BUSBRA/Masks/mask_0024-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0071-r.png,BUS-BRA/BUSBRA/Masks/mask_0071-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0118-r.png,BUS-BRA/BUSBRA/Masks/mask_0118-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0031-s.png,BUS-BRA/BUSBRA/Masks/mask_0031-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0295-r.png,BUS-BRA/BUSBRA/Masks/mask_0295-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0041-l.png,BUS-BRA/BUSBRA/Masks/mask_0041-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0651-l.png,BUS-BRA/BUSBRA/Masks/mask_0651-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0835-s.png,BUS-BRA/BUSBRA/Masks/mask_0835-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0106-r.png,BUS-BRA/BUSBRA/Masks/mask_0106-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0079-l.png,BUS-BRA/BUSBRA/Masks/mask_0079-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0478-r.png,BUS-BRA/BUSBRA/Masks/mask_0478-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0427-l.png,BUS-BRA/BUSBRA/Masks/mask_0427-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0075-r.png,BUS-BRA/BUSBRA/Masks/mask_0075-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0047-r.png,BUS-BRA/BUSBRA/Masks/mask_0047-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0829-s.png,BUS-BRA/BUSBRA/Masks/mask_0829-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0293-s.png,BUS-BRA/BUSBRA/Masks/mask_0293-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1018-r.png,BUS-BRA/BUSBRA/Masks/mask_1018-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0520-r.png,BUS-BRA/BUSBRA/Masks/mask_0520-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0096-s.png,BUS-BRA/BUSBRA/Masks/mask_0096-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0143-r.png,BUS-BRA/BUSBRA/Masks/mask_0143-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0244-r.png,BUS-BRA/BUSBRA/Masks/mask_0244-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0573-r.png,BUS-BRA/BUSBRA/Masks/mask_0573-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0458-l.png,BUS-BRA/BUSBRA/Masks/mask_0458-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0598-l.png,BUS-BRA/BUSBRA/Masks/mask_0598-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0056-r.png,BUS-BRA/BUSBRA/Masks/mask_0056-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1050-r.png,BUS-BRA/BUSBRA/Masks/mask_1050-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0397-r.png,BUS-BRA/BUSBRA/Masks/mask_0397-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0617-r.png,BUS-BRA/BUSBRA/Masks/mask_0617-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0059-l.png,BUS-BRA/BUSBRA/Masks/mask_0059-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0238-r.png,BUS-BRA/BUSBRA/Masks/mask_0238-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0044-r.png,BUS-BRA/BUSBRA/Masks/mask_0044-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0964-l.png,BUS-BRA/BUSBRA/Masks/mask_0964-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0772-s.png,BUS-BRA/BUSBRA/Masks/mask_0772-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0488-l.png,BUS-BRA/BUSBRA/Masks/mask_0488-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0925-l.png,BUS-BRA/BUSBRA/Masks/mask_0925-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0905-l.png,BUS-BRA/BUSBRA/Masks/mask_0905-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0879-l.png,BUS-BRA/BUSBRA/Masks/mask_0879-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0410-l.png,BUS-BRA/BUSBRA/Masks/mask_0410-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0523-r.png,BUS-BRA/BUSBRA/Masks/mask_0523-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0215-l.png,BUS-BRA/BUSBRA/Masks/mask_0215-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0136-r.png,BUS-BRA/BUSBRA/Masks/mask_0136-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1036-l.png,BUS-BRA/BUSBRA/Masks/mask_1036-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0153-l.png,BUS-BRA/BUSBRA/Masks/mask_0153-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0812-s.png,BUS-BRA/BUSBRA/Masks/mask_0812-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0067-r.png,BUS-BRA/BUSBRA/Masks/mask_0067-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0871-s.png,BUS-BRA/BUSBRA/Masks/mask_0871-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0365-r.png,BUS-BRA/BUSBRA/Masks/mask_0365-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0144-l.png,BUS-BRA/BUSBRA/Masks/mask_0144-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0743-s.png,BUS-BRA/BUSBRA/Masks/mask_0743-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1062-l.png,BUS-BRA/BUSBRA/Masks/mask_1062-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0055-l.png,BUS-BRA/BUSBRA/Masks/mask_0055-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0020-l.png,BUS-BRA/BUSBRA/Masks/mask_0020-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0953-l.png,BUS-BRA/BUSBRA/Masks/mask_0953-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0983-r.png,BUS-BRA/BUSBRA/Masks/mask_0983-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0245-r.png,BUS-BRA/BUSBRA/Masks/mask_0245-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0387-l.png,BUS-BRA/BUSBRA/Masks/mask_0387-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0621-r.png,BUS-BRA/BUSBRA/Masks/mask_0621-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0931-l.png,BUS-BRA/BUSBRA/Masks/mask_0931-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0001-l.png,BUS-BRA/BUSBRA/Masks/mask_0001-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0674-l.png,BUS-BRA/BUSBRA/Masks/mask_0674-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0579-r.png,BUS-BRA/BUSBRA/Masks/mask_0579-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0583-l.png,BUS-BRA/BUSBRA/Masks/mask_0583-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0048-r.png,BUS-BRA/BUSBRA/Masks/mask_0048-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0926-r.png,BUS-BRA/BUSBRA/Masks/mask_0926-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0367-l.png,BUS-BRA/BUSBRA/Masks/mask_0367-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0742-s.png,BUS-BRA/BUSBRA/Masks/mask_0742-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0552-l.png,BUS-BRA/BUSBRA/Masks/mask_0552-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0414-l.png,BUS-BRA/BUSBRA/Masks/mask_0414-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0600-l.png,BUS-BRA/BUSBRA/Masks/mask_0600-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0629-l.png,BUS-BRA/BUSBRA/Masks/mask_0629-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0859-r.png,BUS-BRA/BUSBRA/Masks/mask_0859-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0944-r.png,BUS-BRA/BUSBRA/Masks/mask_0944-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0223-l.png,BUS-BRA/BUSBRA/Masks/mask_0223-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0931-r.png,BUS-BRA/BUSBRA/Masks/mask_0931-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0637-l.png,BUS-BRA/BUSBRA/Masks/mask_0637-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0955-l.png,BUS-BRA/BUSBRA/Masks/mask_0955-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0060-l.png,BUS-BRA/BUSBRA/Masks/mask_0060-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0373-l.png,BUS-BRA/BUSBRA/Masks/mask_0373-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0640-r.png,BUS-BRA/BUSBRA/Masks/mask_0640-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0442-l.png,BUS-BRA/BUSBRA/Masks/mask_0442-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0036-r.png,BUS-BRA/BUSBRA/Masks/mask_0036-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0455-l.png,BUS-BRA/BUSBRA/Masks/mask_0455-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1037-l.png,BUS-BRA/BUSBRA/Masks/mask_1037-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0130-r.png,BUS-BRA/BUSBRA/Masks/mask_0130-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0084-l.png,BUS-BRA/BUSBRA/Masks/mask_0084-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0573-l.png,BUS-BRA/BUSBRA/Masks/mask_0573-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0207-r.png,BUS-BRA/BUSBRA/Masks/mask_0207-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0712-s.png,BUS-BRA/BUSBRA/Masks/mask_0712-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0981-l.png,BUS-BRA/BUSBRA/Masks/mask_0981-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0784-s.png,BUS-BRA/BUSBRA/Masks/mask_0784-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0868-r.png,BUS-BRA/BUSBRA/Masks/mask_0868-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0642-l.png,BUS-BRA/BUSBRA/Masks/mask_0642-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0005-r.png,BUS-BRA/BUSBRA/Masks/mask_0005-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0246-l.png,BUS-BRA/BUSBRA/Masks/mask_0246-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0383-l.png,BUS-BRA/BUSBRA/Masks/mask_0383-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0147-l.png,BUS-BRA/BUSBRA/Masks/mask_0147-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0470-l.png,BUS-BRA/BUSBRA/Masks/mask_0470-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0215-r.png,BUS-BRA/BUSBRA/Masks/mask_0215-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0483-l.png,BUS-BRA/BUSBRA/Masks/mask_0483-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0491-l.png,BUS-BRA/BUSBRA/Masks/mask_0491-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0921-r.png,BUS-BRA/BUSBRA/Masks/mask_0921-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0607-r.png,BUS-BRA/BUSBRA/Masks/mask_0607-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0251-r.png,BUS-BRA/BUSBRA/Masks/mask_0251-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0624-l.png,BUS-BRA/BUSBRA/Masks/mask_0624-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0508-l.png,BUS-BRA/BUSBRA/Masks/mask_0508-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0272-r.png,BUS-BRA/BUSBRA/Masks/mask_0272-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0398-r.png,BUS-BRA/BUSBRA/Masks/mask_0398-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0992-l.png,BUS-BRA/BUSBRA/Masks/mask_0992-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0463-l.png,BUS-BRA/BUSBRA/Masks/mask_0463-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0394-r.png,BUS-BRA/BUSBRA/Masks/mask_0394-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0292-l.png,BUS-BRA/BUSBRA/Masks/mask_0292-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0377-r.png,BUS-BRA/BUSBRA/Masks/mask_0377-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0688-s.png,BUS-BRA/BUSBRA/Masks/mask_0688-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0674-r.png,BUS-BRA/BUSBRA/Masks/mask_0674-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0601-r.png,BUS-BRA/BUSBRA/Masks/mask_0601-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0544-r.png,BUS-BRA/BUSBRA/Masks/mask_0544-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0207-l.png,BUS-BRA/BUSBRA/Masks/mask_0207-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0362-r.png,BUS-BRA/BUSBRA/Masks/mask_0362-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0948-r.png,BUS-BRA/BUSBRA/Masks/mask_0948-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0198-r.png,BUS-BRA/BUSBRA/Masks/mask_0198-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0512-r.png,BUS-BRA/BUSBRA/Masks/mask_0512-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0420-r.png,BUS-BRA/BUSBRA/Masks/mask_0420-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0396-r.png,BUS-BRA/BUSBRA/Masks/mask_0396-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0546-r.png,BUS-BRA/BUSBRA/Masks/mask_0546-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0514-l.png,BUS-BRA/BUSBRA/Masks/mask_0514-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0814-s.png,BUS-BRA/BUSBRA/Masks/mask_0814-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0776-s.png,BUS-BRA/BUSBRA/Masks/mask_0776-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0813-s.png,BUS-BRA/BUSBRA/Masks/mask_0813-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0780-s.png,BUS-BRA/BUSBRA/Masks/mask_0780-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0915-r.png,BUS-BRA/BUSBRA/Masks/mask_0915-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0927-l.png,BUS-BRA/BUSBRA/Masks/mask_0927-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0471-r.png,BUS-BRA/BUSBRA/Masks/mask_0471-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0047-l.png,BUS-BRA/BUSBRA/Masks/mask_0047-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0615-l.png,BUS-BRA/BUSBRA/Masks/mask_0615-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0436-l.png,BUS-BRA/BUSBRA/Masks/mask_0436-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0631-l.png,BUS-BRA/BUSBRA/Masks/mask_0631-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0364-r.png,BUS-BRA/BUSBRA/Masks/mask_0364-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0821-s.png,BUS-BRA/BUSBRA/Masks/mask_0821-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0034-l.png,BUS-BRA/BUSBRA/Masks/mask_0034-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0076-l.png,BUS-BRA/BUSBRA/Masks/mask_0076-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0599-l.png,BUS-BRA/BUSBRA/Masks/mask_0599-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0495-r.png,BUS-BRA/BUSBRA/Masks/mask_0495-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1044-r.png,BUS-BRA/BUSBRA/Masks/mask_1044-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0440-r.png,BUS-BRA/BUSBRA/Masks/mask_0440-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0274-l.png,BUS-BRA/BUSBRA/Masks/mask_0274-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0954-r.png,BUS-BRA/BUSBRA/Masks/mask_0954-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0193-r.png,BUS-BRA/BUSBRA/Masks/mask_0193-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0214-l.png,BUS-BRA/BUSBRA/Masks/mask_0214-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0541-l.png,BUS-BRA/BUSBRA/Masks/mask_0541-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0476-l.png,BUS-BRA/BUSBRA/Masks/mask_0476-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0443-l.png,BUS-BRA/BUSBRA/Masks/mask_0443-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1012-r.png,BUS-BRA/BUSBRA/Masks/mask_1012-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0259-l.png,BUS-BRA/BUSBRA/Masks/mask_0259-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0761-s.png,BUS-BRA/BUSBRA/Masks/mask_0761-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0739-s.png,BUS-BRA/BUSBRA/Masks/mask_0739-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0354-s.png,BUS-BRA/BUSBRA/Masks/mask_0354-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0100-l.png,BUS-BRA/BUSBRA/Masks/mask_0100-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0603-r.png,BUS-BRA/BUSBRA/Masks/mask_0603-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0022-r.png,BUS-BRA/BUSBRA/Masks/mask_0022-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0385-r.png,BUS-BRA/BUSBRA/Masks/mask_0385-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0052-r.png,BUS-BRA/BUSBRA/Masks/mask_0052-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1033-l.png,BUS-BRA/BUSBRA/Masks/mask_1033-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0631-r.png,BUS-BRA/BUSBRA/Masks/mask_0631-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0466-r.png,BUS-BRA/BUSBRA/Masks/mask_0466-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0662-l.png,BUS-BRA/BUSBRA/Masks/mask_0662-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0575-r.png,BUS-BRA/BUSBRA/Masks/mask_0575-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0606-r.png,BUS-BRA/BUSBRA/Masks/mask_0606-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0694-s.png,BUS-BRA/BUSBRA/Masks/mask_0694-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1043-l.png,BUS-BRA/BUSBRA/Masks/mask_1043-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0271-r.png,BUS-BRA/BUSBRA/Masks/mask_0271-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0189-l.png,BUS-BRA/BUSBRA/Masks/mask_0189-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0623-l.png,BUS-BRA/BUSBRA/Masks/mask_0623-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0016-r.png,BUS-BRA/BUSBRA/Masks/mask_0016-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0637-r.png,BUS-BRA/BUSBRA/Masks/mask_0637-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0649-l.png,BUS-BRA/BUSBRA/Masks/mask_0649-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0978-l.png,BUS-BRA/BUSBRA/Masks/mask_0978-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0501-r.png,BUS-BRA/BUSBRA/Masks/mask_0501-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0098-r.png,BUS-BRA/BUSBRA/Masks/mask_0098-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0697-r.png,BUS-BRA/BUSBRA/Masks/mask_0697-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0627-r.png,BUS-BRA/BUSBRA/Masks/mask_0627-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0485-l.png,BUS-BRA/BUSBRA/Masks/mask_0485-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0267-r.png,BUS-BRA/BUSBRA/Masks/mask_0267-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0505-r.png,BUS-BRA/BUSBRA/Masks/mask_0505-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0577-r.png,BUS-BRA/BUSBRA/Masks/mask_0577-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0545-l.png,BUS-BRA/BUSBRA/Masks/mask_0545-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0317-r.png,BUS-BRA/BUSBRA/Masks/mask_0317-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0404-l.png,BUS-BRA/BUSBRA/Masks/mask_0404-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0357-r.png,BUS-BRA/BUSBRA/Masks/mask_0357-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0136-l.png,BUS-BRA/BUSBRA/Masks/mask_0136-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0395-l.png,BUS-BRA/BUSBRA/Masks/mask_0395-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0885-l.png,BUS-BRA/BUSBRA/Masks/mask_0885-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0607-l.png,BUS-BRA/BUSBRA/Masks/mask_0607-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0760-s.png,BUS-BRA/BUSBRA/Masks/mask_0760-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0882-r.png,BUS-BRA/BUSBRA/Masks/mask_0882-r.png,BUS-BRA,unknown,train
